objectid,id_punto,nombreestablecimiento,direccion,municipio,barrio,estado,longitud,latitud
270,270,Frijol Verde,CR 76 32 35,Medellín,Belen,En servicio,-75.59645599,6.23404267
271,271,Galerias De San Diego,CL 33 42 B 33,Medellín,San Diego,En servicio,-75.56853447,6.23371987
272,272,Gana Belen Parque,CR 76 30A 32,Medellín,Belen,En servicio,-75.59627469,6.2322787
273,273,Gana Servicios Barrio Antioquia,CR 65 25 25,Medellín,Trinidad,En servicio,-75.58363837,6.22678181
274,274,Gana Servicios Belen Playas,CR 70 19 49,Medellín,Las Playas,En servicio,-75.59209952,6.22294937
275,275,Gana Servicios Belen Rincon,CR 78B 3 68,Medellín,El Rincon,En servicio,-75.60203609,6.21362952
276,276,Gana Servicios Belen Violetas,CL 31 88 34,Medellín,Belen,En servicio,-75.61276757,6.23299196
277,277,Gana Servicios Guayabal,CR 52 2 SUR 06,Medellín,Guayabal,En servicio,-75.58618781,6.20659524
278,278,Gana Servicios Laureles,CR 70 CIR 2 05,Medellín,Laureles,En servicio,-75.58939409,6.24541565
279,279,Gana Servicios Laureles (2),CR 70 CIR 2 05,Medellín,Laureles,En servicio,-75.58939409,6.24541565
280,280,Gana Servicios Terminal Del Sur,CR 65 8 B 91 INT 148,Medellín,Trinidad,En servicio,-75.58512393,6.21582249
281,281,Ganaservicios Cc Los Molinos,CL 30 A 82 A 26 LOCAL 3129,Medellín,La Candelaria,En servicio,-75.60453,6.23242
282,282,Gildardo Monterey,CR 48 10 45 LOC 157,Medellín,Trinidad,En servicio,-75.584269,6.216203
283,283,Internet Civer Sabor,CL 18 110 A 50,Medellín,Belen,En servicio,-75.620282,6.223346
284,284,La 25,CR 73 24 63,Medellín,Las Playas,En servicio,-75.59435261,6.22634403
285,285,La 33,CL 33 78 174,Medellín,Laureles,En servicio,-75.59933249,6.23890326
286,286,La 65,CR 65 24 15,Medellín,Trinidad,En servicio,-75.58391565,6.22572881
287,287,La 70 Qap,CR 70 CIR 2 05,Medellín,Laureles,En servicio,-75.58874889,6.24924916
288,288,La 70 Qap (2),CR 70 43 04         ,Medellín,Laureles,En servicio,-75.58874889,6.24924916
289,289,La 74,CL 44 74 01,Medellín,Laureles,En servicio,-75.59404574,6.24973354
290,290,La 74 (2),CL 44 74 01,Medellín,Laureles,En servicio,-75.59404574,6.24973354
291,291,La Cancha,CL 23 65B 92,Medellín,Trinidad,En servicio,-75.58487,6.22437
292,292,La Mota,DG 75 B 2 A 143 INT 101,Medellín,El Rincon,En servicio,-75.59661306,6.21350776
293,293,La Mota (2),DG 75 B 2 A 143 INT 101,Medellín,El Rincon,En servicio,-75.59661306,6.21350776
294,294,La Nubia,CL 21 80 A A 107,Medellín,Belen,En servicio,-75.60241343,6.22648262
295,295,La Ochenta,CL 30 80 130,Medellín,Belen,En servicio,-75.60126546,6.23112928
296,296,La Palma,CL 28 80A 32,Medellín,Belen,En servicio,-75.60185891,6.22759664
297,297,La Ruta,CR 78B 2A 23,Medellín,El Rincon,En servicio,-75.60188077,6.21284518
298,298,Las Delicias,CL 27 75 92,Medellín,Belen,En servicio,-75.59617689,6.22876092
299,299,Las Palmas,CL 14 70 71,Medellín,Las Playas,En servicio,-75.59320036,6.22048315
300,300,Laureles Parque,CR 70 43 06,Medellín,Laureles,En servicio,-75.59240743,6.24690792
301,301,Ley 70,CL 44 70 35,Medellín,Laureles,En servicio,-75.5892081,6.24918141
302,302,Liceo,CL 30A 78 50,Medellín,Belen,En servicio,-75.59851375,6.23213805
303,303,Los Almendros,CR 76 32F 7,Medellín,Laureles,En servicio,-75.5966849,6.2384539
304,304,Los Rosales (Iglesia De Rosales),CR 70 31 87,Medellín,Belen,En servicio,-75.59167821,6.23418686
305,305,Luker,CR 52 16 07,Medellín,Trinidad,En servicio,-75.58057202,6.21918668
306,306,Mall La Gran Via,DG 75B 61 05 LOCAL 102,Medellín,El Rincon,En servicio,-75.59768808,6.21480532
307,307,Manhatan,CR 73 20 16,Medellín,Las Playas,En servicio,-75.59495231,6.22377864
308,308,Marmoleria,CL 25 54 47,Medellín,Trinidad,En servicio,-75.58035753,6.2264461
309,309,Mercados Multimerca,CR 78B 3B 3,Medellín,El Rincon,En servicio,-75.6021486,6.21456089
310,310,Mercoop S.A.S,CR 5 75 B 25,Medellín,El Rincon,En servicio,-75.597971,6.215269
311,311,Metro Estacion Metro,CR 70 45E 95,Medellín,Laureles,En servicio,-75.58848034,6.25101904
312,312,Moll De La 77,CR 77 28 38,Medellín,Belen,En servicio,-75.59700261,6.22938338
313,313,Monterrey Gs,CR 48 10 45 LOCAL 1237,Medellín,La Candelaria,En servicio,-75.57542,6.22618
